name,base_price,type,vendor
Exam Plus 407,499.00,Desktop,Software Vala
Exam Plus 75,149.00,Mobile,Software Vala
Exam Premium 267,2999.00,Mobile,Software Vala
Exam Premium 275,999.00,Mobile,Software Vala
Exam Premium 67,999.00,Hybrid,Software Vala
Exam Pro 366,299.00,Offline,Software Vala
Exam Starter 219,2999.00,Desktop,Software Vala
Exam Starter 48,99.00,Hybrid,Software Vala
Exam Suite 40,399.00,SaaS,Software Vala
Exam for Node.js 246,599.00,Mobile,Software Vala
Exam for React 158,1999.00,SaaS,Software Vala
Expense 360 61,79.00,Offline,Software Vala
Expense 360 81,2999.00,Mobile,Software Vala
Expense Analytics 332,599.00,Hybrid,Software Vala
Expense Analytics 80,799.00,Mobile,Software Vala
Expense Basic 257,149.00,Offline,Software Vala
Expense Central 148,2999.00,SaaS,Software Vala
Expense Central 152,499.00,Mobile,Software Vala
Expense Central 270,29.00,Hybrid,Software Vala
Expense Enterprise 161,79.00,Desktop,Software Vala
Expense Enterprise 22,799.00,SaaS,Software Vala
Expense Expert 329,299.00,SaaS,Software Vala
Expense Hub 101,399.00,Offline,Software Vala
Expense Hub 281,4999.00,Hybrid,Software Vala
Expense Intelligence 147,599.00,Hybrid,Software Vala
Expense Intelligence 318,4999.00,Hybrid,Software Vala
Expense Intelligence 387,49.00,Desktop,Software Vala
Expense Manager 119,299.00,Desktop,Software Vala
Expense Manager 338,29.00,SaaS,Software Vala
Expense Online 38,999.00,SaaS,Software Vala
Expense Online 95,149.00,Hybrid,Software Vala
Expense Open Source 392,499.00,Hybrid,Software Vala
Expense Plus 279,499.00,Hybrid,Software Vala
Expense Premium 127,149.00,Hybrid,Software Vala
Expense Starter 122,499.00,Desktop,Software Vala
Expense Starter 299,599.00,Hybrid,Software Vala
Expense Starter 39,49.00,SaaS,Software Vala
Expense Starter 397,799.00,Mobile,Software Vala
Expense Suite 14,79.00,Desktop,Software Vala
Expense Suite 357,79.00,Hybrid,Software Vala
Expense Suite 376,799.00,Offline,Software Vala
Expense Suite 60,399.00,Hybrid,Software Vala
Factory 360 223,79.00,Hybrid,Software Vala
Factory 360 37,4999.00,Mobile,Software Vala
Factory 360 87,29.00,SaaS,Software Vala
Factory Basic 23,499.00,Offline,Software Vala
Factory Basic 269,79.00,Hybrid,Software Vala
Factory Basic 294,1499.00,Desktop,Software Vala
Factory Central 168,1999.00,Mobile,Software Vala
Factory Cloud 172,1999.00,Mobile,Software Vala
Factory Cloud 193,79.00,Desktop,Software Vala
Factory Cloud 328,29.00,SaaS,Software Vala
Factory Cloud 34,599.00,Offline,Software Vala
Factory Cloud 401,149.00,Desktop,Software Vala
Factory Cloud 45,4999.00,SaaS,Software Vala
Factory Expert 183,149.00,Mobile,Software Vala
Factory Expert 85,0.00,SaaS,Software Vala
Factory Intelligence 204,799.00,SaaS,Software Vala
Factory Intelligence 256,1999.00,Hybrid,Software Vala
Factory Master 127,4999.00,Mobile,Software Vala
Factory Master 413,399.00,Hybrid,Software Vala
Factory Online 350,999.00,Hybrid,Software Vala
Factory Online 58,49.00,Desktop,Software Vala
Factory Online 94,599.00,Offline,Software Vala
Factory Open Source 388,299.00,SaaS,Software Vala
Factory Plus 352,499.00,Mobile,Software Vala
Factory Premium 265,199.00,SaaS,Software Vala
Factory Pro 29,799.00,Mobile,Software Vala
Factory Starter 409,1999.00,Desktop,Software Vala
Factory Suite 48,399.00,Offline,Software Vala
Factory for JavaScript 382,299.00,Hybrid,Software Vala
Fashion Analytics 302,299.00,Offline,Software Vala
Fashion Analytics 81,99.00,Desktop,Software Vala
Fashion Automation 139,0.00,Mobile,Software Vala
Fashion Basic 256,199.00,Offline,Software Vala
Fashion Cloud 329,199.00,SaaS,Software Vala
Fashion Cloud 75,79.00,Desktop,Software Vala
Fashion Cloud 99,79.00,SaaS,Software Vala
Fashion Enterprise 166,4999.00,Hybrid,Software Vala
Fashion Expert 280,299.00,Mobile,Software Vala
Fashion Expert 30,199.00,SaaS,Software Vala
Fashion Expert 357,29.00,Desktop,Software Vala
Fashion Expert 390,999.00,Mobile,Software Vala
Fashion Hub 21,299.00,Offline,Software Vala
Fashion Hub 333,0.00,Hybrid,Software Vala
Fashion Intelligence 387,999.00,Hybrid,Software Vala
Fashion Manager 392,49.00,Offline,Software Vala
Fashion Master 108,4999.00,Mobile,Software Vala
Fashion Master 2,0.00,Mobile,Software Vala
Fashion Open Source 235,99.00,SaaS,Software Vala
Fashion Open Source 251,999.00,Offline,Software Vala
Fashion Premium 185,999.00,Mobile,Software Vala
Fashion Premium 299,2999.00,SaaS,Software Vala
Fashion Pro 54,799.00,Offline,Software Vala
Fashion Starter 11,2999.00,Mobile,Software Vala
Fashion Starter 194,399.00,Desktop,Software Vala
Fashion Suite 195,399.00,Desktop,Software Vala
Fashion Suite 215,149.00,SaaS,Software Vala
Fashion Suite 407,599.00,Offline,Software Vala
Fleet Analytics 212,99.00,Offline,Software Vala
Fleet Basic 281,1499.00,Desktop,Software Vala
Fleet Central 287,599.00,Offline,Software Vala
Fleet Central 341,79.00,Offline,Software Vala
Fleet Cloud 28,79.00,Desktop,Software Vala
Fleet Cloud 95,79.00,SaaS,Software Vala
Fleet Enterprise 22,79.00,Mobile,Software Vala
Fleet Expert 170,799.00,Offline,Software Vala
Fleet Expert 185,99.00,Hybrid,Software Vala
Fleet Expert 366,149.00,Hybrid,Software Vala
Fleet Expert 379,99.00,Desktop,Software Vala
Fleet Hub 203,49.00,Desktop,Software Vala
Fleet Intelligence 258,29.00,Mobile,Software Vala
Fleet Manager 198,499.00,Desktop,Software Vala
Fleet Manager 413,29.00,Desktop,Software Vala
Fleet Manager 62,1499.00,Offline,Software Vala
Fleet Master 104,79.00,Offline,Software Vala
Fleet Master 194,99.00,Desktop,Software Vala
Fleet Master 35,799.00,Desktop,Software Vala
Fleet Online 40,799.00,Hybrid,Software Vala
Fleet Open Source 16,599.00,Desktop,Software Vala
Fleet Premium 172,1499.00,Offline,Software Vala
Fleet Pro 163,149.00,Hybrid,Software Vala
Fleet Pro 243,99.00,Desktop,Software Vala
Fleet Starter 34,4999.00,Desktop,Software Vala
Fleet Suite 136,2999.00,Offline,Software Vala
Fleet Suite 228,4999.00,Hybrid,Software Vala
Fleet Suite 277,199.00,Hybrid,Software Vala
Fleet for Android 256,999.00,Offline,Software Vala
Fleet for React 380,1999.00,Hybrid,Software Vala
Fleet for WordPress 273,29.00,SaaS,Software Vala
Flight Automation 11,29.00,Mobile,Software Vala
Flight Automation 205,1999.00,Hybrid,Software Vala
Flight Basic 226,49.00,SaaS,Software Vala
Flight Basic 307,399.00,Mobile,Software Vala
Flight Cloud 211,49.00,Desktop,Software Vala
Flight Enterprise 40,399.00,Mobile,Software Vala
Flight Expert 115,79.00,Hybrid,Software Vala
Flight Hub 219,499.00,Offline,Software Vala
Flight Intelligence 369,599.00,SaaS,Software Vala
Flight Manager 216,199.00,Mobile,Software Vala
Flight Online 116,599.00,Mobile,Software Vala
Flight Open Source 249,1499.00,Hybrid,Software Vala
Flight Pro 231,4999.00,Hybrid,Software Vala
Flight Pro 283,4999.00,Offline,Software Vala
Flight Pro 347,499.00,SaaS,Software Vala
Flight Starter 161,79.00,Hybrid,Software Vala
Flight Starter 96,999.00,Desktop,Software Vala
Flight Suite 292,2999.00,Mobile,Software Vala
Flight Suite 91,2999.00,Desktop,Software Vala
Flutter Cab 180,1499.00,SaaS,Software Vala
Flutter Cafe 188,1499.00,Offline,Software Vala
Flutter Construction 386,999.00,SaaS,Software Vala
Flutter Delivery 382,149.00,Offline,Software Vala
Flutter Dental 209,0.00,Mobile,Software Vala
Flutter E-commerce 35,399.00,Offline,Software Vala
Flutter Hotel 377,99.00,Offline,Software Vala
Flutter Learning 223,1499.00,SaaS,Software Vala
Flutter Load 270,2999.00,Mobile,Software Vala
Flutter Property 250,1499.00,Desktop,Software Vala
Flutter Restaurant 386,49.00,Mobile,Software Vala
Flutter Sales 340,4999.00,Mobile,Software Vala
Flutter Shipping 378,499.00,SaaS,Software Vala
Flutter Table 306,499.00,Offline,Software Vala
Flutter Travel 1,1999.00,Desktop,Software Vala
Flutter University 313,999.00,SaaS,Software Vala
Flutter Warehouse 275,4999.00,Mobile,Software Vala
Food 360 174,79.00,SaaS,Software Vala
Food 360 322,0.00,Hybrid,Software Vala
Food 360 99,99.00,SaaS,Software Vala
Food Analytics 173,199.00,Offline,Software Vala
Food Analytics 24,4999.00,SaaS,Software Vala
Food Analytics 303,999.00,Hybrid,Software Vala
Food Automation 133,499.00,Offline,Software Vala
Food Automation 142,999.00,Desktop,Software Vala
Food Automation 179,1499.00,Mobile,Software Vala
Food Automation 263,599.00,SaaS,Software Vala
Food Automation 310,1999.00,Offline,Software Vala
Food Automation 354,199.00,Offline,Software Vala
Food Automation 49,1999.00,Hybrid,Software Vala
Food Automation 76,79.00,Offline,Software Vala
Food Automation 85,1999.00,Desktop,Software Vala
Food Basic 152,149.00,Offline,Software Vala
Food Basic 357,29.00,Mobile,Software Vala
Food Basic 81,1499.00,Offline,Software Vala
Food Central 11,49.00,Offline,Software Vala
Food Central 289,29.00,SaaS,Software Vala
Food Central 301,799.00,Mobile,Software Vala
Food Central 334,2999.00,Hybrid,Software Vala
Food Cloud 111,999.00,Mobile,Software Vala
Food Cloud 191,299.00,Hybrid,Software Vala
Food Cloud 291,49.00,Offline,Software Vala
Food Cloud 36,499.00,Offline,Software Vala
Food Cloud 40,1999.00,Hybrid,Software Vala
Food Cloud 98,1499.00,Hybrid,Software Vala
Food Enterprise 147,799.00,Desktop,Software Vala
Food Enterprise 181,199.00,Offline,Software Vala
Food Enterprise 287,2999.00,Offline,Software Vala
Food Enterprise 312,2999.00,Mobile,Software Vala
Food Enterprise 41,999.00,Mobile,Software Vala
Food Expert 144,79.00,Mobile,Software Vala
Food Expert 9,99.00,SaaS,Software Vala
Food Hub 341,599.00,Mobile,Software Vala
Food Manager 106,49.00,Hybrid,Software Vala
Food Manager 120,399.00,SaaS,Software Vala
Food Manager 210,149.00,Desktop,Software Vala
Food Master 117,1499.00,Mobile,Software Vala
Food Master 30,599.00,Hybrid,Software Vala
Food Master 56,399.00,Hybrid,Software Vala
Food Online 132,599.00,Hybrid,Software Vala
Food Online 156,79.00,Mobile,Software Vala
Food Online 277,599.00,Mobile,Software Vala
Food Online 302,999.00,Mobile,Software Vala
Food Online 372,149.00,Mobile,Software Vala
Food Online 379,1499.00,Mobile,Software Vala
Food Online 385,1499.00,Mobile,Software Vala
Food Online 65,49.00,SaaS,Software Vala
Food Open Source 101,299.00,Hybrid,Software Vala
Food Open Source 15,49.00,Mobile,Software Vala
Food Open Source 416,149.00,Offline,Software Vala
Food Plus 308,29.00,Hybrid,Software Vala
Food Plus 329,599.00,Hybrid,Software Vala
Food Premium 148,99.00,Mobile,Software Vala
Food Premium 314,199.00,Hybrid,Software Vala
Food Premium 35,149.00,Offline,Software Vala
Food Premium 53,4999.00,Hybrid,Software Vala
Food Pro 232,199.00,Desktop,Software Vala
Food Pro 333,2999.00,Desktop,Software Vala
Food Pro 70,4999.00,Mobile,Software Vala
Food Starter 123,1499.00,Offline,Software Vala
Food Starter 137,799.00,Desktop,Software Vala
Food Starter 213,99.00,Offline,Software Vala
Food Starter 249,99.00,Mobile,Software Vala
Food Suite 309,1999.00,Mobile,Software Vala
Food Suite 319,599.00,Hybrid,Software Vala
Food Suite 404,799.00,SaaS,Software Vala
Food for .NET 260,399.00,Mobile,Software Vala
Food for Java 296,799.00,Mobile,Software Vala
Food for Node.js 178,799.00,Hybrid,Software Vala
Food for PHP 398,149.00,Mobile,Software Vala
Food for WordPress 103,299.00,SaaS,Software Vala
Freight Analytics 187,1499.00,Mobile,Software Vala
Freight Analytics 194,1499.00,Mobile,Software Vala
Freight Automation 170,4999.00,Desktop,Software Vala
Freight Basic 226,1999.00,Desktop,Software Vala
Freight Central 131,799.00,Hybrid,Software Vala
Freight Central 150,29.00,Mobile,Software Vala
Freight Central 355,0.00,Offline,Software Vala
Freight Central 57,0.00,Offline,Software Vala
Freight Cloud 392,299.00,SaaS,Software Vala
Freight Cloud 400,4999.00,Hybrid,Software Vala
Freight Enterprise 49,599.00,Hybrid,Software Vala
Freight Hub 393,0.00,Hybrid,Software Vala
Freight Hub 43,1999.00,Hybrid,Software Vala
Freight Manager 260,599.00,SaaS,Software Vala
Freight Master 238,599.00,Hybrid,Software Vala
Freight Master 30,199.00,SaaS,Software Vala
Freight Online 225,999.00,SaaS,Software Vala
Freight Premium 354,799.00,Desktop,Software Vala
Freight Pro 113,79.00,SaaS,Software Vala
Freight Pro 284,999.00,SaaS,Software Vala
Freight Starter 35,29.00,Offline,Software Vala
Freight Starter 412,499.00,Mobile,Software Vala
Freight Suite 186,999.00,SaaS,Software Vala
Freight Suite 200,999.00,Hybrid,Software Vala
Freight Suite 228,1499.00,Hybrid,Software Vala
Freight Suite 79,2999.00,Hybrid,Software Vala
Freight for JavaScript 282,799.00,SaaS,Software Vala
Freight for WordPress 5,2999.00,Desktop,Software Vala
Garage Analytics 225,399.00,Mobile,Software Vala
Garage Analytics 272,2999.00,Desktop,Software Vala
Garage Automation 247,4999.00,Desktop,Software Vala
Garage Basic 106,49.00,Desktop,Software Vala
Garage Basic 175,799.00,Mobile,Software Vala
Garage Basic 295,999.00,Mobile,Software Vala
Garage Basic 386,79.00,Offline,Software Vala
Garage Central 402,0.00,Hybrid,Software Vala
Garage Central 404,149.00,Mobile,Software Vala
Garage Central 87,4999.00,Mobile,Software Vala
Garage Cloud 286,29.00,Mobile,Software Vala
Garage Cloud 410,499.00,Hybrid,Software Vala
Garage Expert 195,0.00,SaaS,Software Vala
Garage Expert 236,1499.00,Mobile,Software Vala
Garage Expert 299,1499.00,Hybrid,Software Vala
Garage Expert 393,799.00,Desktop,Software Vala
Garage Hub 197,2999.00,Desktop,Software Vala
Garage Hub 337,499.00,Mobile,Software Vala
Garage Hub 408,2999.00,SaaS,Software Vala
Garage Intelligence 138,399.00,Desktop,Software Vala
Garage Manager 276,49.00,Hybrid,Software Vala
Garage Manager 363,99.00,Desktop,Software Vala
Garage Master 101,599.00,Offline,Software Vala
Garage Master 294,4999.00,Offline,Software Vala
Garage Master 368,199.00,SaaS,Software Vala
Garage Online 283,149.00,Mobile,Software Vala
Garage Online 322,2999.00,Hybrid,Software Vala
Garage Online 362,4999.00,SaaS,Software Vala
Garage Plus 190,299.00,Desktop,Software Vala
Garage Pro 210,4999.00,Offline,Software Vala
Garage Pro 265,199.00,Offline,Software Vala
Garage Pro 93,0.00,Mobile,Software Vala
Garage Starter 397,799.00,Hybrid,Software Vala
Garage Suite 354,2999.00,Mobile,Software Vala
Garage for PHP 199,1999.00,SaaS,Software Vala
Garage for WordPress 275,299.00,Mobile,Software Vala
Grocery Analytics 252,499.00,Offline,Software Vala
Grocery Automation 182,799.00,Offline,Software Vala
Grocery Automation 335,1499.00,Desktop,Software Vala
Grocery Central 10,499.00,Mobile,Software Vala
Grocery Central 126,1999.00,Desktop,Software Vala
Grocery Central 233,499.00,Mobile,Software Vala
Grocery Expert 17,1999.00,Desktop,Software Vala
Grocery Expert 243,4999.00,Offline,Software Vala
Grocery Hub 202,99.00,SaaS,Software Vala
Grocery Manager 158,499.00,Mobile,Software Vala
Grocery Manager 376,799.00,Desktop,Software Vala
Grocery Master 253,499.00,SaaS,Software Vala
Grocery Online 247,999.00,Mobile,Software Vala
Grocery Online 398,49.00,Desktop,Software Vala
Grocery Open Source 218,299.00,Offline,Software Vala
Grocery Open Source 379,199.00,SaaS,Software Vala
Grocery Open Source 7,999.00,SaaS,Software Vala
Grocery Pro 237,299.00,Desktop,Software Vala
Grocery Pro 44,499.00,Hybrid,Software Vala
Grocery Starter 414,29.00,SaaS,Software Vala
Grocery Starter 53,149.00,Mobile,Software Vala
Grocery for JavaScript 93,499.00,Hybrid,Software Vala
Grocery for WordPress 147,499.00,Offline,Software Vala
HRMS 360 113,79.00,Mobile,Software Vala
HRMS 360 323,29.00,Hybrid,Software Vala
HRMS Analytics 321,2999.00,SaaS,Software Vala
HRMS Analytics 377,799.00,Hybrid,Software Vala
HRMS Analytics 387,1999.00,Mobile,Software Vala
HRMS Automation 205,2999.00,Mobile,Software Vala
HRMS Automation 32,399.00,SaaS,Software Vala
HRMS Basic 350,399.00,Hybrid,Software Vala
HRMS Central 69,79.00,Hybrid,Software Vala
HRMS Central 82,999.00,Mobile,Software Vala
HRMS Cloud 182,299.00,Offline,Software Vala
HRMS Enterprise 334,599.00,Mobile,Software Vala
HRMS Enterprise 353,49.00,Offline,Software Vala
HRMS Expert 356,49.00,Mobile,Software Vala
HRMS Intelligence 196,999.00,Mobile,Software Vala
HRMS Intelligence 292,1999.00,Hybrid,Software Vala
HRMS Intelligence 407,499.00,Offline,Software Vala
HRMS Manager 173,199.00,Offline,Software Vala
HRMS Manager 260,29.00,Offline,Software Vala
HRMS Master 165,399.00,Desktop,Software Vala
HRMS Master 214,599.00,Desktop,Software Vala
HRMS Master 389,199.00,SaaS,Software Vala
HRMS Open Source 167,499.00,Offline,Software Vala
HRMS Open Source 39,149.00,Mobile,Software Vala
HRMS Premium 181,299.00,Offline,Software Vala
HRMS Premium 220,799.00,Offline,Software Vala
HRMS Premium 265,29.00,Hybrid,Software Vala
HRMS Pro 192,2999.00,Mobile,Software Vala
HRMS Starter 415,2999.00,Mobile,Software Vala
HRMS Suite 104,29.00,Desktop,Software Vala
HRMS Suite 156,399.00,SaaS,Software Vala
HRMS Suite 62,499.00,Hybrid,Software Vala
HRMS for PHP 28,1499.00,Offline,Software Vala
HRMS for Python 384,499.00,Hybrid,Software Vala
HRMS for iOS 179,599.00,Mobile,Software Vala
Helpdesk Analytics 146,2999.00,Mobile,Software Vala
Helpdesk Analytics 299,399.00,Mobile,Software Vala
Helpdesk Automation 334,79.00,Mobile,Software Vala
Helpdesk Automation 366,199.00,Hybrid,Software Vala
Helpdesk Central 255,499.00,Offline,Software Vala
Helpdesk Central 304,1999.00,Offline,Software Vala
Helpdesk Central 318,49.00,Mobile,Software Vala
Helpdesk Cloud 129,199.00,Desktop,Software Vala
Helpdesk Enterprise 219,99.00,Desktop,Software Vala
Helpdesk Enterprise 391,799.00,Mobile,Software Vala
Helpdesk Hub 20,29.00,Offline,Software Vala
Helpdesk Hub 77,149.00,SaaS,Software Vala
Helpdesk Intelligence 230,1499.00,Hybrid,Software Vala
Helpdesk Intelligence 233,299.00,Offline,Software Vala
Helpdesk Manager 113,1499.00,Hybrid,Software Vala
Helpdesk Manager 12,79.00,Desktop,Software Vala
Helpdesk Manager 369,399.00,Desktop,Software Vala
Helpdesk Manager 383,1999.00,Mobile,Software Vala
Helpdesk Manager 4,999.00,SaaS,Software Vala
Helpdesk Online 281,1499.00,Mobile,Software Vala
Helpdesk Open Source 64,4999.00,Offline,Software Vala
Helpdesk Plus 285,299.00,Offline,Software Vala
Helpdesk Plus 47,1499.00,Hybrid,Software Vala
Helpdesk Premium 16,29.00,Offline,Software Vala
Helpdesk Premium 280,799.00,SaaS,Software Vala
Helpdesk Pro 351,499.00,SaaS,Software Vala
Helpdesk Pro 353,399.00,Offline,Software Vala
Helpdesk Starter 244,599.00,Offline,Software Vala
Helpdesk Suite 48,149.00,Desktop,Software Vala
Helpdesk for Flutter 131,499.00,SaaS,Software Vala
Helpdesk for iOS 195,4999.00,Mobile,Software Vala
Hospital 360 155,799.00,Offline,Software Vala
Hospital 360 229,149.00,Mobile,Software Vala
Hospital Analytics 241,499.00,Offline,Software Vala
Hospital Analytics 86,99.00,Mobile,Software Vala
